name,num
燒酒,221
初飲,214
水蜜桃,208
至極梅,36
酒,36
CHOYA,33
風味,32
樂龍舌蘭,31
德斯,31
伏特加,29
芬蘭,23
50ml,23
柚子,20
瑪格麗酒,20
醇堂,19
瓶,19
麴,19
750ml750ml,19
蘋果,6
香蕉,6
SKYY,6
750,3
Macro,1
30g,1
香料,1
熱紅酒,1
經典,1
之華麥,1
博多,1
1L,1
晴空,1
0921,1
