name,num
折扣,2412
付款,2412
套餐,2134
滿福堡,963
無敵,963
MegaSausageMcMu,963
加蛋,963
豬肉,963
爵,797
古拉,797
入,776
服飾,749
3,735
堡,680
腿,676
配件,671
咔,236
中辣,236
XL,236
雞腿堡,236
啦,236
日,138
褲襪,117
彩色,93
眼鏡,90
牛仔,73
片裝,72
隱形,68
星歐,65
彈性,60
拋軟性,49
10,42
口罩,38
醫療,38
中衛,38
20220803z4tj,1
20220809z0vx,1
