name,num
雞,4212
小腿,2629
胸,1636
桃木,1627
燻,1627
襪,862
黑,512
船襪,212
加大,186
船形,168
彈性,167
除臭,155
12,150
抗菌,146
入,142
3,142
810243,142
繡,61
刺,61
跟,54
W,53
字,51
N,51
足弓,48
MG10163B,41
黑冰沁,41
直小點,41
毛巾,36
XY,35
1064,35
2426,32
尼克,28
H2101,24
超細,24
