name,num
煙,3660
寶亨涼,3659
新,1676
毫克,1234
七星,938
牛肉,857
套餐,857
堡,857
安格斯,857
彩色,817
白金,672
新尊爵,669
日,631
讓,621
BLT,536
BLTAngusBeefB,536
10,463
拋心動,349
時刻,349
勁濃,320
晶碩,232
拋,135
片裝,133
片,119
JHAKA,119
度,119
萬寶路,109
紅工藝,109
眼鏡,96
1,85
月,72
拋隱形,65
20220810qhsyayn,1
