name,num
已,9571
類金額,9571
票券,9571
開發,9571
生啤酒,3213
金牌,3177
台灣,2777
沙瓦,2522
啤酒,2103
微醉,1880
裝,1837
天,1387
黑標,1091
330m,703
極,589
罐組,473
500ml,463
麒麟,311
330mlx6,300
焙茶,262
霸,151
BAR,151
Btl600ml,140
入箱,135
M,135
Asahi,90
350mlx6,76
水果,32
熱帶,17
貝思寶兒,17
酒,15
洋梨風味,12
蜜桃,2
勒,1
羅,1
