name,num
棉被,209
午茉綠,205
霜淇淋,205
90g,154
噴霧,154
防曬,154
高效,154
可皙,154
曬,154
高絲,154
極效,154
被,37
100,31
寢飾,29
精梳棉,29
兩用,29
床,29
東妮,29
ToniaNicole,29
加大,18
舒芙蕾,9
雙人,8
一,6
MI,6
一送,6
買,6
柔繪筆,6
夾,4
雙齒,3
強力,3
KOKUBO,3
月白,2
紫,2
橙,2
libby,1
