name,category_no,category_name,sub_no,sub_name,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5
EC- 黑長尾夾 #41MM ,22,服飾鞋包類,149,品牌鞋款,,,,,
EC COUPON #137069 ,21,3C類,143,手機/通訊/週邊,,,,,
升降式工具椅 ,24,傢俱/家飾類,164,傢俱,,,,,
0.11 克拉鑽石耳環 ,23,精品類,157,鑽石,,,,,
EC COUPON #1448284 ,21,3C類,143,手機/通訊/週邊,2,,,,
#128023  回饋金 ,7,鮮食類,44,米飯類,,,,,
EC COUPON 1048027 ,21,3C類,143,手機/通訊/週邊,2,,,,
HP 黑碳匣 CF248A ,21,3C類,147,週邊/耗材,,,,,
KS 男羊皮絨毛拖鞋 ,22,服飾鞋包類,149,品牌鞋款,鞋,男,,,
#1635269回饋金 ,7,鮮食類,44,米飯類,,,,,
#133313 回饋金 ,7,鮮食類,44,米飯類,,,,,
MOLESKINE框2168A ,20,書本/文教用品類,141,文教用品,1,N,,,
O&B 點心盤組 6PC ,15,日用百貨類,114,餐廚用品,點心,,,,
TNF 男羽絨外套 ,22,服飾鞋包類,154,男裝,男,,,,
J&J ASTIG-750-125* ,21,3C類,143,手機/通訊/週邊,5,2,,,
FERRAGAMO F SF2174 ,21,3C類,143,手機/通訊/週邊,2,,,,
#1501720 EC 回饋 ,22,服飾鞋包類,155,個人服飾配件,,,,,
CHAMPION 女外套 ,22,服飾鞋包類,153,女裝,,,,,
#133965回饋金 ,7,鮮食類,44,米飯類,,,,,
LAURASTAR LIFT紅 ,21,3C類,143,手機/通訊/週邊,,,,,
CONVERSE 男短袖 ,22,服飾鞋包類,154,男裝,男,短袖,,,
#136895 回饋金 ,7,鮮食類,44,米飯類,,,,,
馬牌235/50 R18 ,7,鮮食類,44,米飯類,,,,,
O&B  長方形盤 4PC ,15,日用百貨類,114,餐廚用品,,,,,
1:24 遙控越野車 ,20,書本/文教用品類,141,文教用品,1,,,,
EC DVD- 魔法校車 ,20,書本/文教用品類,139,書籍,,,,,
0.20 克拉鑽石戒指 ,23,精品類,157,鑽石,,,,,
BD COUPON #736083 ,21,3C類,143,手機/通訊/週邊,,,,,
EC NOVIS 果汁機 ,19,家電類,134,廚房家電,機,,,,
COUPON FOR PEN ,21,3C類,143,手機/通訊/週邊,,,,,
COUPON FOR #139019 ,21,3C類,143,手機/通訊/週邊,,,,,
S&W蕃茄糊#10罐 ,2,飲料類,10,果汁/果醋飲,,,,,
EC 生凍淡菜清肉 ,11,冷凍食品類,70,冷凍蔬菜,,,,,
COUPON FOR #137122 ,21,3C類,143,手機/通訊/週邊,2,,,,
CARRERA框8855KJ1 ,21,3C類,143,手機/通訊/週邊,5,,,,
EC 廚房推車 ,24,傢俱/家飾類,164,傢俱,,,,,
G.ARMANI框AR5107 ,21,3C類,143,手機/通訊/週邊,5,,,,
電動玩具車 G63 ,17,寵物用品類,129,寵物用品,3,,,,
IRC FOR CAT. E ,21,3C類,143,手機/通訊/週邊,,,,,
LG風革機象牙白 ,19,家電類,136,美容家電,,,,,
璀璨啡日拋1.75 ,17,寵物用品類,129,寵物用品,,,,,
SILHOUETTE15546051 ,21,3C類,143,手機/通訊/週邊,5,,,,
散光500-125-180 ,21,3C類,144,桌機/筆電/平板,,,,,
MAX MARA鏡框1394 ,21,3C類,146,相機/攝影/DV,3,,,,
EC COUPON #135595 ,21,3C類,143,手機/通訊/週邊,5,,,,
EC VINTEC 酒櫃 ,19,家電類,133,大型家電,,,,,
#1639811 回饋金 ,7,鮮食類,44,米飯類,,,,,
#135022 回饋金 ,7,鮮食類,44,米飯類,,,,,
馬牌 205/55 R16 ,7,鮮食類,44,米飯類,,,,,
J.CHOO鏡框264/G ,21,3C類,146,相機/攝影/DV,,,,,
COUPON FOR #136743 ,21,3C類,143,手機/通訊/週邊,,,,,
#135036 回饋金 ,7,鮮食類,44,米飯類,,,,,
BK-在大腦外思考 ,20,書本/文教用品類,139,書籍,,,,,
EC COUPON #136029 ,21,3C類,143,手機/通訊/週邊,2,,,,
10人座撲克牌桌 ,20,書本/文教用品類,139,書籍,10,1,,,
1157995 回饋金 ,7,鮮食類,44,米飯類,,,,,
EC COUPON #7771360 ,21,3C類,143,手機/通訊/週邊,,,,,
BK-小修與沃特2 ,20,書本/文教用品類,139,書籍,,,,,
#7771037 回饋金 ,7,鮮食類,44,米飯類,,,,,
量杯量匙 12 件組 ,15,日用百貨類,114,餐廚用品,杯,1,,,
#137504 回饋金 ,7,鮮食類,44,米飯類,,,,,
#117288 回饋金 ,7,鮮食類,44,米飯類,,,,,
CHAMPION 女長褲 ,22,服飾鞋包類,153,女裝,,,,,
EC TEDBAKER S 1658 ,21,3C類,143,手機/通訊/週邊,5,,,,
ECBK-POWER ENGLISH ,21,3C類,143,手機/通訊/週邊,,,,,
JANSPORT 31L 背包 ,22,服飾鞋包類,155,個人服飾配件,,,,,
成功 A3 磁白板 ,20,書本/文教用品類,141,文教用品,,,,,
ARNOLD PALMER25 15 ,21,3C類,143,手機/通訊/週邊,5,2,,,
KS 男外套 ,22,服飾鞋包類,154,男裝,男,,,,
CALLAWAY鏡框FOUN ,21,3C類,146,相機/攝影/DV,,,,,
#136579回饋金 ,7,鮮食類,44,米飯類,,,,,
#130317回饋金 ,7,鮮食類,44,米飯類,,,,,
EC LEGO DOTS 41961 ,21,3C類,143,手機/通訊/週邊,,,,,
羽毛鬱金香 30 球 ,18,戶外休閒用品類,130,運動健身,,,,,
冷凍台灣鴨肉切片 ,10,生鮮食品類,64,生鮮肉品,冷凍,片,,,
EC A3 桌墊 3 入 ,17,寵物用品類,129,寵物用品,3,,,,
EC COUPON #7771375 ,21,3C類,143,手機/通訊/週邊,5,,,,
EC 巧克力拼盤 ,13,點心/零食類,92,巧克力,巧克力,,,,
IRC FOR #1659598 ,21,3C類,143,手機/通訊/週邊,5,,,,
L.C. 童趣舒適毯 ,24,傢俱/家飾類,163,寢具,,,,,
IPAD PRO 6TH 128GB ,21,3C類,143,手機/通訊/週邊,2,,,,
ARPHA H11 ,21,3C類,143,手機/通訊/週邊,,,,,
A.I.男飛行外套 ,22,服飾鞋包類,154,男裝,男,,,,
BORGOGNO BAROLO ,21,3C類,143,手機/通訊/週邊,,,,,
RBK-小手點讀語文 ,20,書本/文教用品類,139,書籍,,,,,
EC 快拆馬桶蓋 ,19,家電類,135,生活家電,,,,,
心靈漫步 SPA 券 ,20,書本/文教用品類,139,書籍,,,,,
EC 歐樂 B 清潔頭 ,21,3C類,143,手機/通訊/週邊,,,,,
ECBK- 雨林冒險王 ,20,書本/文教用品類,139,書籍,,,,,
HP #46墨水匣組 ,21,3C類,147,週邊/耗材,,,,,
美國頂級嫩肩整箱 ,19,家電類,135,生活家電,,,,,
#1657227 回饋金 ,7,鮮食類,44,米飯類,,,,,
惠而浦WTI3600S ,19,家電類,135,生活家電,3,,,,
EC-HP65XL 彩墨匣 ,21,3C類,147,週邊/耗材,,,,,
EC 圓形綠寶石項鍊 ,23,精品類,159,精品／飾品,鍊,,,,
EC COUPON#137369 ,21,3C類,143,手機/通訊/週邊,,,,,
KS 堅果精品禮盒 ,13,點心/零食類,94,其他零食,禮盒,S,堅果,,
FERRAGAMO框F2212 ,19,家電類,135,生活家電,,,,,
#1375005回饋金 ,7,鮮食類,44,米飯類,,,,,
GILMAN C電動沙發 ,19,家電類,135,生活家電,,,,,
#135041 回饋金 ,7,鮮食類,44,米飯類,,,,,
EC 雙加床組 3P 藍 ,24,傢俱/家飾類,163,寢具,床,,,,
DICKIE  聲光車 ,20,書本/文教用品類,141,文教用品,,,,,
MONDETTA 女上衣 ,22,服飾鞋包類,153,女裝,,,,,
BK億萬社長經營術 ,20,書本/文教用品類,139,書籍,,,,,
BS 225/45 R17 91W ,21,3C類,143,手機/通訊/週邊,5,2,,,
CK. 女開襟外套 ,22,服飾鞋包類,153,女裝,,,,,
CH.DURFORT VIVENS ,21,3C類,143,手機/通訊/週邊,,,,,
CHATEAU D'ISSAN ,21,3C類,143,手機/通訊/週邊,,,,,
633096  回饋金 ,7,鮮食類,44,米飯類,,,,,
#1356014回饋金 ,7,鮮食類,44,米飯類,,,,,
DN洗沐禮盒 ,16,洗浴清潔/保養類,121,身體清潔/保養,,,,,
#136855 回饋金 ,7,鮮食類,44,米飯類,,,,,
#136186 回饋金 ,7,鮮食類,44,米飯類,,,,,
REEBOK 男刷毛外套 ,22,服飾鞋包類,154,男裝,男,,,,
137369立即回饋金 ,7,鮮食類,44,米飯類,,,,,
BK-餐桌上的魚百 ,20,書本/文教用品類,139,書籍,,,,,
TRONQUOY LALANDE18 ,21,3C類,143,手機/通訊/週邊,,,,,
WMF 多功能蒸煮鍋 ,15,日用百貨類,114,餐廚用品,,,,,
BOUTINOT CUVEE '15 ,21,3C類,143,手機/通訊/週邊,5,,,,
EXTRA 清檸口香糖 ,13,點心/零食類,91,糖果,糖,口香糖,,,
BORMIOLI 酒杯組 ,15,日用百貨類,114,餐廚用品,杯,,,,
紐西蘭大嘴巴櫻桃 ,20,書本/文教用品類,139,書籍,,,,,
EC COUPON #1432018 ,21,3C類,143,手機/通訊/週邊,2,,,,
PHILIPS TAB8947/96 ,21,3C類,143,手機/通訊/週邊,,,,,
IRC FOR #136173 ,21,3C類,143,手機/通訊/週邊,,,,,
鱈魚杏仁脆片箱售 ,13,點心/零食類,94,其他零食,脆片,,,,
#136676  饋金 ,2,飲料類,8,茶飲,1,,,,
J.CHOO鏡框JM013 ,21,3C類,146,相機/攝影/DV,3,,,,
CH.BRANE CANTENAC ,21,3C類,143,手機/通訊/週邊,,,,,
14PM 128G 銀 ,18,戶外休閒用品類,130,運動健身,,,,,
大金冷暖經典 30 ,20,書本/文教用品類,139,書籍,,,,,
EC PRADA 太陽 55US ,18,戶外休閒用品類,130,運動健身,,,,,
老花拋LOW 4.25 ,10,生鮮食品類,67,冷藏調理,2,,,,
CH RAUZAN SEGLA ,21,3C類,143,手機/通訊/週邊,,,,,
EC SOUNDMATTERS ,21,3C類,143,手機/通訊/週邊,,,,,
IRC FOR #603045 ,21,3C類,143,手機/通訊/週邊,5,,,,
BK-富爸爸，有錢 ,20,書本/文教用品類,139,書籍,,,,,
LEGO 泰姬瑪哈陵 ,20,書本/文教用品類,141,文教用品,,,,,
EC COUPON #1571977 ,21,3C類,143,手機/通訊/週邊,5,,,,
132698 EC 回饋金 ,7,鮮食類,44,米飯類,,,,,
SHARP 4T-C65DK1X ,21,3C類,143,手機/通訊/週邊,5,,,,
#133101 回饋金 ,7,鮮食類,44,米飯類,,,,,
EC COMFORT 床墊 ,24,傢俱/家飾類,165,床墊,墊,床,,,
SK-II 男士潔面乳 ,16,洗浴清潔/保養類,124,男性用品/保養,,,,,
TOM FORD S 832F 55 ,21,3C類,143,手機/通訊/週邊,5,2,,,
L'ORIGINAL香氛包 ,15,日用百貨類,111,家庭清潔洗劑,香氛,,,,
GUCCI太陽0800SA ,23,精品類,159,精品／飾品,太陽,,,,
#607038 回饋金 ,7,鮮食類,44,米飯類,,,,,
ECBK- 兒童繪畫遊 ,20,書本/文教用品類,139,書籍,,,,,
EC14K 黃 K 金項練 ,18,戶外休閒用品類,130,運動健身,,,,,
#133291回饋金 ,7,鮮食類,44,米飯類,,,,,
HUGO框HG1145 SVK ,21,3C類,143,手機/通訊/週邊,5,,,,
FERRAGAMO F SF2191 ,21,3C類,143,手機/通訊/週邊,2,,,,
#131133  回饋金 ,7,鮮食類,44,米飯類,,,,,
EC 洗手幕斯補充包 ,12,保健食品類,80,醫材/藥品,,,,,
TUNAP 泡沫噴霧 ,15,日用百貨類,111,家庭清潔洗劑,,,,,
EC COUPON#1553553 ,21,3C類,143,手機/通訊/週邊,5,,,,
MOONSTAR 兒童鞋 ,22,服飾鞋包類,152,童裝,S,,,,
EC COUPON #132293 ,21,3C類,143,手機/通訊/週邊,2,,,,
SAMSONITE 登機箱 ,18,戶外休閒用品類,132,行李箱/配件,,,,,
LUMINEYE框73 C2 ,21,3C類,143,手機/通訊/週邊,2,,,,
VVEAT  蔬食漢堡排 ,7,鮮食類,47,漢堡,堡,漢堡,,,
EC 棉手套 240 雙 ,21,3C類,143,手機/通訊/週邊,2,,,,
#137056回饋金 ,7,鮮食類,44,米飯類,,,,,
AGE20'S 爆水粉餅 ,16,洗浴清潔/保養類,123,彩妝/卸妝,,,,,
EC 回饋金 #1305158 ,8,烘焙/甜點類,56,麵包,1,E,,,
HURLEY 兒童上衣組 ,22,服飾鞋包類,152,童裝,,,,,
IRC #136306 ,21,3C類,143,手機/通訊/週邊,,,,,
OSIM養身椅黑8218 ,19,家電類,135,生活家電,,,,,
BOTTEGA.V S 0247S ,21,3C類,143,手機/通訊/週邊,2,,,,
#1630816 回饋金 ,7,鮮食類,44,米飯類,,,,,
EC 植物架三件組 ,15,日用百貨類,114,餐廚用品,,,,,
IPAD PRO  鍵盤 11 ,21,3C類,144,桌機/筆電/平板,,,,,
#136860 回饋金 ,7,鮮食類,44,米飯類,,,,,
ASICS 男運動短褲 ,22,服飾鞋包類,154,男裝,男,運動,褲,短褲,
#134579 回饋金 ,7,鮮食類,44,米飯類,,,,,
IRC FOR #1606745 ,21,3C類,143,手機/通訊/週邊,5,,,,
ARNOLD PALMER24 46 ,21,3C類,143,手機/通訊/週邊,2,,,,
AX 男短袖上衣 ,22,服飾鞋包類,154,男裝,男,短袖,,,
EC COUPON #677980 ,21,3C類,143,手機/通訊/週邊,,,,,
BK-長生石的守護 ,20,書本/文教用品類,139,書籍,,,,,
#136727 回饋金 ,7,鮮食類,44,米飯類,,,,,
TOMFORD框FT5758F ,17,寵物用品類,129,寵物用品,,,,,
#138754 回饋金 ,7,鮮食類,44,米飯類,,,,,
#134534   回饋金 ,7,鮮食類,44,米飯類,,,,,
#1900780 回饋金 ,7,鮮食類,44,米飯類,,,,,
CH. DUHART MILON ,21,3C類,143,手機/通訊/週邊,,,,,
韓國JJ旅行面紙56 ,22,服飾鞋包類,155,個人服飾配件,,,,,
妮維雅男士極淨刮 ,16,洗浴清潔/保養類,124,男性用品/保養,,,,,
CALLAWAY鏡框WEST ,21,3C類,146,相機/攝影/DV,,,,,
0.40 克拉鑽石項鍊 ,23,精品類,157,鑽石,,,,,
INTEX螃蟹泳池 ,22,服飾鞋包類,155,個人服飾配件,,,,,
KS鹼性離子水 ,3,水類,18,礦泉水,水,鹼性,離子,S,
POLICE S G16J 0722 ,21,3C類,143,手機/通訊/週邊,2,,,,
小夥伴球型彩色蠟筆c-休閒 ,22,服飾鞋包類,149,品牌鞋款,,,,,
小夥伴圈圈尺g-冰淇淋 ,6,冰品類,33,冰淇淋,冰淇淋,,,,
聖得pl-1602雙色螢光筆(黃/藍) ,20,書本/文教用品類,139,書籍,1,,,,
S.P. 柔軟長抱枕 ,24,傢俱/家飾類,162,家飾,,,,,
EC MON C 仿毛地毯 ,24,傢俱/家飾類,162,家飾,,,,,
#135141 回饋金 ,7,鮮食類,44,米飯類,,,,,
BK-Q的12個音符 ,21,3C類,144,桌機/筆電/平板,,,,,
BK- 我們為什麼要 ,20,書本/文教用品類,139,書籍,,,,,
LUMINEYE框59 C1 ,21,3C類,143,手機/通訊/週邊,5,,,,
7TH ST框7A79R80 ,21,3C類,143,手機/通訊/週邊,,,,,
輕水氧日拋3.50 ,24,傢俱/家飾類,162,家飾,,,,,
BK-迪士尼夢想書 ,20,書本/文教用品類,139,書籍,,,,,
A-沙威隆抗菌沐浴 ,16,洗浴清潔/保養類,121,身體清潔/保養,抗菌,沐浴,沙威隆,,
KAKAO 兒童乳液 ,16,洗浴清潔/保養類,121,身體清潔/保養,,,,,
泰國椰子 7.2KG ,13,點心/零食類,94,其他零食,,,,,
14PLUS128G 星光白 ,21,3C類,143,手機/通訊/週邊,2,,,,
DIY流沙咕卡磚 ,20,書本/文教用品類,139,書籍,,,,,
ECOSTORE香皂八入 ,16,洗浴清潔/保養類,121,身體清潔/保養,皂,,,,
A愛迪達男性3合1? ,16,洗浴清潔/保養類,124,男性用品/保養,,,,,
#1581141  回饋金 ,7,鮮食類,44,米飯類,,,,,
EC LEGO 警察局 ,20,書本/文教用品類,139,書籍,,,,,
BK-跑跑薑餅人 ,13,點心/零食類,81,餅乾,人,,,,
皇家大塊製冰盒 ,15,日用百貨類,114,餐廚用品,製,盒,冰,,
ADIDAS G. 男長袖 ,22,服飾鞋包類,154,男裝,男,,,,
美國頂級沙朗真空 ,19,家電類,134,廚房家電,,,,,
KS 希臘初榨橄欖油 ,14,民生食材類,95,料理調味,橄欖油,初榨,KS,,
KS 滋潤洗髮精 ,16,洗浴清潔/保養類,120,髮部清潔/保養,髮,洗,精,潤,
偏光太陽眼鏡#490 ,18,戶外休閒用品類,130,運動健身,,,,,
多彩精典TEE白S ,21,3C類,143,手機/通訊/週邊,,,,,
REEBOK 男運動上衣 ,22,服飾鞋包類,154,男裝,男,運動,,,
EC 蔬果用成長肥 ,15,日用百貨類,111,家庭清潔洗劑,,,,,
PUFFS 盒裝面紙 ,15,日用百貨類,108,民生紙品,紙,,,,
EC 充氣水上漂浮島 ,22,服飾鞋包類,155,個人服飾配件,,,,,
#135342 回饋金 ,7,鮮食類,44,米飯類,,,,,
INTEX遮陽泳池 ,22,服飾鞋包類,155,個人服飾配件,,,,,
肌研淡斑乳液 ,16,洗浴清潔/保養類,125,美容保養,乳液,,,,
H.BOSS框B976 4IN ,21,3C類,143,手機/通訊/週邊,,,,,
GIOVANNI 回饋金 ,7,鮮食類,44,米飯類,,,,,
珍珠奶茶(L) ,2,飲料類,7,現做茶飲品,奶茶,茶,珍珠奶茶,,
【諾貝爾】超級檸檬味糖 ,8,烘焙/甜點類,59,其他甜食,超級,,,,
泡樂瞬效洗衣精補 ,15,日用百貨類,111,家庭清潔洗劑,洗衣,精補,精,,
ALMAVIVA紅酒2017 ,21,3C類,143,手機/通訊/週邊,2,,,,
EC LILLIAN 布沙發 ,24,傢俱/家飾類,164,傢俱,,,,,
FERRAGAMO S SF299S ,21,3C類,143,手機/通訊/週邊,2,,,,
PAMP十公克金條 ,13,點心/零食類,82,堅果,,,,,
大金冷暖大關28U ,20,書本/文教用品類,139,書籍,,,,,
DOWNY 衣物柔軟精 ,15,日用百貨類,111,家庭清潔洗劑,精,衣物,,,
*BK-手指按按點讀 ,20,書本/文教用品類,139,書籍,,,,,
SUTTONP. 圓形坐墊 ,24,傢俱/家飾類,162,家飾,,,,,
Biore頂級深層卸? ,22,服飾鞋包類,153,女裝,,,,,
格子沐浴巾 ,22,服飾鞋包類,155,個人服飾配件,,,,,
能多益榛果可可威 ,13,點心/零食類,92,巧克力,可可,榛果,,,
INTEX 螃蟹泳池 ,22,服飾鞋包類,155,個人服飾配件,,,,,
#135713回饋金 ,7,鮮食類,44,米飯類,,,,,
BK-從火的發現到 ,20,書本/文教用品類,139,書籍,,,,,
澳洲牛後胸真空包 ,11,冷凍食品類,72,冷凍肉品,真,牛,澳洲,,
EPSON T177墨水組 ,21,3C類,147,週邊/耗材,,,,,
TRANSCEND 512GB ,21,3C類,143,手機/通訊/週邊,5,2,,,
Kitty.抑菌柔濕巾 ,16,洗浴清潔/保養類,121,身體清潔/保養,濕巾,濕,巾,,
淨新加厚純水柔濕 ,15,日用百貨類,111,家庭清潔洗劑,,,,,
JACHS 男短褲二入 ,22,服飾鞋包類,154,男裝,男,褲,入,短褲,
男防曬外套連帽花 ,22,服飾鞋包類,154,男裝,男,,,,
澳洲牛頸肉真空包 ,17,寵物用品類,129,寵物用品,,,,,
#136681 回饋金 ,7,鮮食類,44,米飯類,,,,,
EC UGREEN 集線器 ,21,3C類,143,手機/通訊/週邊,,,,,
JOHN HARDY 項鍊 ,23,精品類,159,精品／飾品,鍊,,,,
#1659016 回饋金 ,7,鮮食類,44,米飯類,,,,,
NZ 綠唇貽貝膠囊 ,12,保健食品類,79,美肌/纖體,,,,,
A-MOROCCANOIL摩? ,17,寵物用品類,129,寵物用品,L,,,,
MOROCCANOIL摩洛 ,16,洗浴清潔/保養類,125,美容保養,,,,,
EC 惠而浦直立冰櫃 ,19,家電類,133,大型家電,直立,,,,
震旦碎紙機 19 升 ,20,書本/文教用品類,139,書籍,1,,,,
#138310回饋金 ,7,鮮食類,44,米飯類,,,,,
TEVA 女運動涼鞋 ,22,服飾鞋包類,149,品牌鞋款,鞋,,,,
專門店Specialty Stores ,19,家電類,135,生活家電,,,,,
悅氏礦泉水600ml ,2,飲料類,8,茶飲,,,,,
1茶 ,20,書本/文教用品類,139,書籍,1,,,,
#1577450 回饋金 ,7,鮮食類,44,米飯類,,,,,
BRITA濾水系統X9 ,15,日用百貨類,114,餐廚用品,,,,,
GUZZINI  保鮮盒 ,15,日用百貨類,114,餐廚用品,保鮮盒,盒,保,,
一日補給50+ ,14,民生食材類,99,各式麵條/拌麵,,,,,
飛利浦牙刷展架 ,19,家電類,136,美容家電,飛利浦,,,,
汽車芳香劑 5 入 ,15,日用百貨類,111,家庭清潔洗劑,芳香,5,劑,,
WMF 28CM 深煎鍋 ,15,日用百貨類,114,餐廚用品,,,,,
L'EVANGILE 紅酒 ,26,禮盒類,176,禮盒,,,,,
FURLA鏡框604 301 ,21,3C類,146,相機/攝影/DV,3,,,,
KS 葡萄糖胺回饋金 ,12,保健食品類,78,保健/養生,,,,,
24L 瓦斯熱水器 ,19,家電類,133,大型家電,,,,,
KS 黑巧克力脆片 ,13,點心/零食類,92,巧克力,巧克力,黑,,,
TUNAP 噴油嘴清潔 ,15,日用百貨類,110,家庭清潔用品,清潔,,,,
電熱毛巾架 ,19,家電類,135,生活家電,,,,,
U.B. 餐桌椅七件組 ,24,傢俱/家飾類,164,傢俱,,,,,
大金冷暖大關 28U ,20,書本/文教用品類,139,書籍,,,,,
#135060回饋金 ,7,鮮食類,44,米飯類,,,,,
D.A. 按摩椅墊 ,19,家電類,135,生活家電,,,,,
森田藥粧極淨保濕 ,16,洗浴清潔/保養類,121,身體清潔/保養,濕,極淨,,,
B-Baby Bright CC ,21,3C類,143,手機/通訊/週邊,,,,,
B-曼秀雷敦Magic ,20,書本/文教用品類,139,書籍,,,,,
EC 美則地板清潔劑 ,15,日用百貨類,110,家庭清潔用品,清潔,,,,
大金冷暖大關 71U ,20,書本/文教用品類,139,書籍,1,,,,
#137774回饋金 ,7,鮮食類,44,米飯類,,,,,
柴犬牛皮中提袋a-日子 ,22,服飾鞋包類,155,個人服飾配件,,,,,
汪旺星球 手帳裝飾貼 ,20,書本/文教用品類,141,文教用品,,,,,
WIZ LED  吸頂燈 ,19,家電類,135,生活家電,,,,,
酷柏寶晴日拋5.50 ,17,寵物用品類,129,寵物用品,,,,,
康乃馨潔膚濕巾80 ,15,日用百貨類,108,民生紙品,濕巾,巾,,,
蘭韻化妝棉紙纖18 ,16,洗浴清潔/保養類,123,彩妝/卸妝,,,,,
WIZ可調色溫崁燈 ,19,家電類,135,生活家電,,,,,
猴子拍拍手 ,20,書本/文教用品類,139,書籍,,,,,
晶碩彩色月拋香系 ,12,保健食品類,80,醫材/藥品,,,,,
EC M2R 防護頭盔 ,21,3C類,144,桌機/筆電/平板,,,,,
RS雀巢早餐穀麥圈 ,2,飲料類,15,沖泡類飲品,穀,雀巢,,,
NAUTICA 男 T 恤 ,22,服飾鞋包類,155,個人服飾配件,,,,,
變速越野遙控車 ,20,書本/文教用品類,141,文教用品,,,,,
O.PEOPLES鏡框 ,18,戶外休閒用品類,130,運動健身,,,,,
老舊金山有機濾掛 ,15,日用百貨類,110,家庭清潔用品,金,機,,,
手機配件 ,21,3C類,143,手機/通訊/週邊,,,,,
抗UV-涼感流線透氣男袖套-臂圍止滑 ,18,戶外休閒用品類,130,運動健身,,,,,
香酥雞蛋豆腐 ,10,生鮮食品類,67,冷藏調理,雞,豆腐,蛋,香酥,酥
愛呷肉-上選豬肉 ,11,冷凍食品類,76,冷凍微波料理,豬,豬肉,,,
MYROOM 螢幕收納組 ,21,3C類,143,手機/通訊/週邊,,,,,
SOLO灑水器2L ,19,家電類,135,生活家電,,,,,
丁香鱈魚脆片 ,13,點心/零食類,94,其他零食,脆片,香,,,
刀折價券 ,20,書本/文教用品類,139,書籍,,,,,
TEFAL 不沾平底鍋 ,15,日用百貨類,114,餐廚用品,不,,,,
春梅冰茶(大) ,2,飲料類,7,現做茶飲品,冰,茶,大,,
展示架#1250042 ,18,戶外休閒用品類,130,運動健身,,,,,
MERRELL 女慢跑鞋 ,22,服飾鞋包類,153,女裝,,,,,
BK-元素週期表終 ,20,書本/文教用品類,139,書籍,,,,,
珍讚液態肥料 ,17,寵物用品類,129,寵物用品,,,,,
香蘋蘿美鮭魚 ,11,冷凍食品類,72,冷凍肉品,鮭魚,,,,
唐寧果研茶 ,2,飲料類,15,沖泡類飲品,茶,,,,
紅玉冷泡茶 ,2,飲料類,15,沖泡類飲品,茶,,,,
酸梅湯(冰) ,2,飲料類,10,果汁/果醋飲,,,,,
RBK-我會自己讀3 ,20,書本/文教用品類,139,書籍,,,,,
EC 水貼壁紙文化石 ,20,書本/文教用品類,141,文教用品,,,,,
歡樂遊戲三入組 ,20,書本/文教用品類,141,文教用品,入,,,,
BK- 權力/史丹 ,21,3C類,143,手機/通訊/週邊,,,,,
RBK-故事台灣史 ,20,書本/文教用品類,139,書籍,,,,,
RAYBAN太陽眼鏡 ,23,精品類,159,精品／飾品,眼鏡,太陽,,,
璀璨棕日拋5.25 ,17,寵物用品類,129,寵物用品,,,,,
深邃黑日拋8.50 ,2,飲料類,8,茶飲,5,,,,
外墨西哥牛肉脆餅 ,17,寵物用品類,127,狗食,牛肉,肉,,,
夏威夷咖啡豆 ,1,咖啡類,2,罐裝/瓶裝咖啡,,,,,
KITCHENAID 壓麵器 ,19,家電類,134,廚房家電,,,,,
自取單點越光米飯 ,20,書本/文教用品類,139,書籍,,,,,
百頁魚豆腐中份 ,7,鮮食類,43,關東煮,豆腐,,,,
魚餃大份 ,11,冷凍食品類,76,冷凍微波料理,魚餃,餃,,,
BROOKSTONE 洗衣籃 ,15,日用百貨類,109,洗衣用具,洗衣,R,衣,,
SANTECO 水瓶兩件 ,15,日用百貨類,114,餐廚用品,,,,,
自取單點薯條 ,13,點心/零食類,94,其他零食,,,,,
肩胛菲力牛排 ,11,冷凍食品類,72,冷凍肉品,牛排,牛,排,,
南非瓦倫西亞橙 ,10,生鮮食品類,63,生鮮水果,,,,,
ECBK- 書茶 ,20,書本/文教用品類,139,書籍,,,,,
DVD-天空之城 ,21,3C類,146,相機/攝影/DV,,,,,
a la sha+a 空氣感圓圈繡花娃娃裝 ,22,服飾鞋包類,155,個人服飾配件,,,,,
a la sha 一起玩蘿蔔蹲條紋兩件式背心 ,22,服飾鞋包類,152,童裝,一,,,,
METHOD洗碗球二入 ,15,日用百貨類,110,家庭清潔用品,入,M,洗碗,,
加價購-韓式泡菜 ,20,書本/文教用品類,139,書籍,,,,,
醬燒牛五花丼 ,7,鮮食類,44,米飯類,丼,牛,,,
厚切澳洲和牛 ,10,生鮮食品類,64,生鮮肉品,澳洲,牛,厚切,和,
加價購-牛五花 ,20,書本/文教用品類,139,書籍,,,,,
防護透明鏡片 ,12,保健食品類,80,醫材/藥品,,,,,
EC 森林家族可可兔 ,13,點心/零食類,91,糖果,,,,,
生鮮綠藻烏龍麵 ,14,民生食材類,100,泡麵,麵,烏龍,,,
永生福朗膠囊 ,12,保健食品類,79,美肌/纖體,,,,,
扶百生膠囊 ,12,保健食品類,78,保健/養生,,,,,
OVE 穀倉式拉門 ,17,寵物用品類,129,寵物用品,,,,,
EC J.CHOO S EWAN/S ,21,3C類,143,手機/通訊/週邊,,,,,
SAMSUNG HW-Q900T ,21,3C類,143,手機/通訊/週邊,,,,,
魔布拖把補充包 ,15,日用百貨類,110,家庭清潔用品,拖把,拖,布,包,補充
